Apple Identifier,Begin Date,CMB,Category,Client,Country Code,Currency of Proceeds,Customer Currency,Customer Price,Developer,Developer Proceeds,Device,End Date,Order Type,Parent Identifier,Period,Preserved Pricing,Proceeds Reason,Product Type Identifier,Promo Code,Provider,Provider Country,SKU,Subscription,Supported Platforms,Title,Units,Version,_report_date
6502218501,08/21/2026,,Finance, ,BR,BRL,BRL,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/21/2026, , , , , ,F7, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-21
6502218501,08/21/2026,,Finance, ,DE,EUR,EUR,0.00,Joao Victor Flores da Costa,0.00,iPad,08/21/2026, , , , , ,F3, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-21
6502218501,08/20/2026,,Finance, ,AT, ,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/20/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-20
6502218501,08/20/2026,,Finance, ,MA, ,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/20/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-20
6502218501,08/20/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/20/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,3,45.2.0,2026-08-20
6502218501,08/20/2026,,Finance, ,KH, ,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/20/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-20
6502218501,08/19/2026,,Finance, ,FR, ,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/19/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-19
6502218501,08/19/2026,,Finance, ,JP, ,JPY,0.00,Joao Victor Flores da Costa,0.00,iPad,08/19/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-19
6502218501,08/19/2026,,Finance, ,IE, ,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/19/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-19
6502218501,08/19/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/19/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-19
6502218501,08/18/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/18/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-18
6502218501,08/18/2026,,Finance, ,IT, ,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/18/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-18
6502218501,08/18/2026,,Finance, ,DE, ,EUR,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/18/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-18
6502218501,08/17/2026,,Finance, ,BR,BRL,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/17/2026, , , , , ,F7, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-17
6502218501,08/17/2026,,Finance, ,CN, ,CNY,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/17/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-17
6502218501,08/17/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/17/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-17
6502218501,08/17/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/17/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-17
6502218501,08/16/2026,,Finance, ,JP, ,JPY,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/16/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-16
6502218501,08/16/2026,,Finance, ,EG, ,EGP,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/16/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-16
6502218501,08/16/2026,,Finance, ,JP, ,JPY,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/16/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-16
6502218501,08/16/2026,,Finance, ,BR,BRL,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/16/2026, , , , , ,F3, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-16
6502218501,08/16/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/16/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-16
6502218501,08/15/2026,,Finance, ,AE, ,AED,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-15
6502218501,08/15/2026,,Finance, ,TR, ,TRY,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-15
6502218501,08/15/2026,,Finance, ,SG, ,SGD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/15/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-15
6502218501,08/14/2026,,Finance, ,US, ,USD,0.00,Joao Victor Flores da Costa,0.00,iPad,08/14/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-14
6502218501,08/14/2026,,Finance, ,BR,BRL,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,F3, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-14
6502218501,08/14/2026,,Finance, ,TR, ,TRY,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-14
6502218501,08/14/2026,,Finance, ,AE, ,AED,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/14/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-14
6502218501,08/13/2026,,Finance, ,TR, ,TRY,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/13/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-13
6502218501,08/13/2026,,Finance, ,SA, ,SAR,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/13/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-13
6502218501,08/13/2026,,Finance, ,US, ,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/13/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-13
6502218501,08/13/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/13/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-13
6502218501,08/12/2026,,Finance, ,DE, ,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/12/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-12
6502218501,08/12/2026,,Finance, ,CH, ,CHF,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/12/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-12
6502218501,08/12/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/12/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-12
6502218501,08/12/2026,,Finance, ,ID, ,IDR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/12/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-12
6502218501,08/11/2026,,Finance, ,JP, ,JPY,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/11/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-11
6502218501,08/11/2026,,Finance, ,BR,BRL,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/11/2026, , , , , ,F3, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-11
6502218501,08/11/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/11/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-11
6502218501,08/10/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/10/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-10
6502218501,08/10/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/10/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,4,45.2.0,2026-08-10
6502218501,08/09/2026,,Finance, ,ID, ,IDR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/09/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-09
6502218501,08/09/2026,,Finance, ,DE, ,EUR,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/09/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.0,2026-08-09
6502218501,08/09/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/09/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-09
6502218501,08/09/2026,,Finance, ,TR, ,TRY,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/09/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-09
6502218501,08/08/2026,,Finance, ,TR, ,TRY,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/08/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-08
6502218501,08/08/2026,,Finance, ,JP,JPY,JPY,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/08/2026, , , , , ,F3, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-08
6502218501,08/08/2026,,Finance, ,JP, ,JPY,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/08/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-08
6502218501,08/08/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/08/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-08
6502218501,08/08/2026,,Finance, ,US, ,USD,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/08/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-08
6502218501,08/07/2026,,Finance, ,TR, ,TRY,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/07/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-07
6502218501,08/07/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/07/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,4,45.2.0,2026-08-07
6502218501,08/07/2026,,Finance, ,TR, ,TRY,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/07/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-07
6502218501,08/07/2026,,Finance, ,US,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPad,08/07/2026, , , , , ,F3, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-07
6502218501,08/06/2026,,Finance, ,EG,EGP,EGP,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/06/2026, , , , , ,F3, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-06
6502218501,08/06/2026,,Finance, ,BR,BRL,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/06/2026, , , , , ,F3, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-06
6502218501,08/06/2026,,Finance, ,BR,BRL,BRL,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/06/2026, , , , , ,F7, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-06
6502218501,08/06/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/06/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-06
6502218501,08/05/2026,,Finance, ,BH, ,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/05/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-05
6502218501,08/05/2026,,Finance, ,TR, ,TRY,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/05/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-05
6502218501,08/05/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/05/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.0,2026-08-05
6502218501,08/05/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/05/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,4,45.2.0,2026-08-05
6502218501,08/04/2026,,Finance, ,IN, ,INR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/04/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-04
6502218501,08/04/2026,,Finance, ,PA,USD,USD,0.00,Joao Victor Flores da Costa,0.00,iPad,08/04/2026, , , , , ,F7, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-04
6502218501,08/04/2026,,Finance, ,CG, ,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/04/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-04
6502218501,08/04/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/04/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,5,45.2.0,2026-08-04
6502218501,08/03/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPad,08/03/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-03
6502218501,08/03/2026,,Finance, ,MX, ,MXN,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/03/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-03
6502218501,08/03/2026,,Finance, ,ID, ,IDR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/03/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-03
6502218501,08/03/2026,,Finance, ,JP, ,JPY,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/03/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-03
6502218501,08/03/2026,,Finance, ,KR,KRW,KRW,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/03/2026, , , , , ,F3, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-03
6502218501,08/03/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/03/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-03
6502218501,08/03/2026,,Finance, ,KR, ,KRW,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/03/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.0,2026-08-03
6502218501,08/03/2026,,Finance, ,SA, ,SAR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/03/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-03
6502218501,08/03/2026,,Finance, ,DE, ,EUR,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/03/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-03
6502218501,08/02/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/02/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,3,45.2.0,2026-08-02
6502218501,08/02/2026,,Finance, ,DE, ,EUR,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/02/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-02
6502218501,08/02/2026,,Finance, ,BR,BRL,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/02/2026, , , , , ,F3, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-08-02
6502218501,08/02/2026,,Finance, ,BH, ,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/02/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-02
6502218501,08/02/2026,,Finance, ,US, ,USD,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/02/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-02
6502218501,08/02/2026,,Finance, ,DE, ,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/02/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,3,45.2.0,2026-08-02
6502218501,08/02/2026,,Finance, ,IT, ,EUR,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/02/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-02
6502218501,08/01/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,Desktop,08/01/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-08-01
6502218501,08/01/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,08/01/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-08-01
6502218501,07/30/2026,,Finance, ,DE, ,EUR,0.00,Joao Victor Flores da Costa,0.00,Desktop,07/30/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-07-30
6502218501,07/30/2026,,Finance, ,JP, ,JPY,0.00,Joao Victor Flores da Costa,0.00,Desktop,07/30/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-07-30
6502218501,07/30/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,07/30/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-07-30
6502218501,07/29/2026,,Finance, ,CO, ,COP,0.00,Joao Victor Flores da Costa,0.00,iPhone,07/29/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-07-29
6502218501,07/29/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,Desktop,07/29/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-07-29
6502218501,07/29/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,07/29/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,2,45.2.0,2026-07-29
6502218501,07/28/2026,,Finance, ,DE, ,EUR,0.00,Joao Victor Flores da Costa,0.00,Desktop,07/28/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-07-28
6502218501,07/28/2026,,Finance, ,US, ,USD,0.00,Joao Victor Flores da Costa,0.00,Desktop,07/28/2026, , , , , ,F1, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.0,2026-07-28
6502218501,07/28/2026,,Finance, ,JP, ,JPY,0.00,Joao Victor Flores da Costa,0.00,iPhone,07/28/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-07-28
6502218501,07/28/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,07/28/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-07-28
6502218501,07/27/2026,,Finance, ,BR, ,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,07/27/2026, , , , , ,1F, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,4,45.2.0,2026-07-27
6502218501,07/26/2026,,Finance, ,BR,BRL,BRL,0.00,Joao Victor Flores da Costa,0.00,iPhone,07/26/2026, , , , , ,F3, ,APPLE,US,MeusGastos, ,iOS and macOS,My Expenses: Personal Finances,1,45.2.0,2026-07-26
